source_,tgt_,model_id,model_human,pair,mqm_score,comet_xl,comet_xxl,prometheus,gemba_all_orig,gemba_all_literary,gemba_acc_literary,gemba_flu_literary,gemba_all_literary,gemba_sty_literary,gemba_term_literary,mqm_score_acc,mqm_score_fluency,mqm_score_style,mqm_score_term
This appearance exci,这种现象令我们倍感惊奇。我们认为远离陆地,batch1_Unbabel_TowerInstruct-7B-v0.2//1534,towerinstruct-7b-v0.2,en-zh,-5.833333333333333,0.418599039316177,0.465499371290206,4,-6.166666666666667,-2.0,-5,-5,-2.0,-2,0,-30,0,0,-5
This appearance exci,这一景象让我们惊叹不已。我们相信，我们距,DeepL//1535,deepl,en-zh,-4.166666666666667,0.5558735132217401,0.6278884410858151,4,-1.1666666666666667,-1.1666666666666667,-5,-1,-1.1666666666666667,-1,0,-15,-10,0,0
This appearance exci,这种景象引起了我们极大的惊奇。我们相信自,translation_gpt4o//1536,gpt4o,en-zh,-4.166666666666667,0.543594479560852,0.6125077009201051,5,-5.333333333333333,-6.166666666666667,-30,-6,-6.166666666666667,-1,0,-20,0,0,-5
This appearance exci,这个人影激起了我们的好奇，我们作了非常离,translation2//1537,translator,en-zh,-2.6666666666666665,0.3570376932621,0.390347778797149,2,-5.333333333333333,-5.5,-30,-1,-5.5,-2,0,-16,0,0,0
This appearance exci,这幕景象引起了我们无_duplicate,batch1_meta-llama_Meta-Llama-3-8B-Instruct//1538,meta-llama-3-8b-instruct,en-zh,-32.5,0.221529811620712,0.335268229246139,5,-10.333333333333334,-10.333333333333334,-55,-5,-10.333333333333334,-2,0,-45,0,-5,0
"In the morning, howe",早上，当天刚亮时，我就上了甲板，发现所有,translation_gpt4o//1539,gpt4o,en-zh,-3.2,0.791853070259094,0.604075908660888,2,-0.4,-1.4,-5,-1,-1.4,-1,0,-16,0,0,0
"In the morning, howe",当第二天早上天色放亮，我来到甲板上时，却,translation1//1540,translator,en-zh,-0.2,0.831553697586059,0.8509353399276731,4,-1.2,-7.4,-30,-6,-7.4,-1,0,0,0,0,0
"In the morning, howe",早上我去甲板上检查了，却发现所有水手都在,batch1_meta-llama_Meta-Llama-3-8B-Instruct//1541,meta-llama-3-8b-instruct,en-zh,-10.0,0.487503409385681,0.443078100681304,4,-17.2,-17.2,-75,-5,-17.2,-6,0,-45,-5,0,0
"In the morning, howe","然而,一天早上,一亮了,我上了甲板,发现",nllg//1542,nllb,en-zh,-13.0,0.420420467853546,0.286548346281051,4,-12.4,-13.4,-50,-11,-13.4,-6,0,-55,-10,-5,0
"In the morning, howe",不过，当天亮之后，我去甲板上走一走，然后,batch1_Unbabel_TowerInstruct-7B-v0.2//1543,towerinstruct-7b-v0.2,en-zh,-9.0,0.390546262264251,0.218728333711624,2,-7.4,-7.4,-30,-5,-7.4,-2,0,-45,0,0,0
"In the morning, howe","然而,早上,当天亮了,我登上了甲板,发现",m2m//1544,m2m,en-zh,-8.0,0.5093527436256401,0.38191345334053,4,-1.6,-7.4,-26,-6,-7.4,-5,0,-35,-5,-5,0
"In the morning, howe",不过，早上天一亮，我就上了甲板，发现所有,DeepL//1545,deepl,en-zh,-7.0,0.783163547515869,0.463438928127288,2,-1.2,-2.4,-1,-6,-2.4,-5,0,-20,-15,0,0
"In the morning, howe",清晨，当天亮时，我去甲板，发现所有海员都,batch1_google_gemma-1.1-7b-it//1546,gemma-1.1-7b-it,en-zh,-7.0,0.5759809613227841,0.7009556293487541,4,-1.4,-7.4,-26,-5,-7.4,-6,0,-35,0,-5,0
"In the morning, howe",然而，天一亮，我就上甲板，只见水手们忙忙,batch1_Qwen_Qwen2-beta-7B-Chat//1547,qwen2-beta-7b-chat,en-zh,-8.0,0.717669606208801,0.64164137840271,4,-1.2,-1.4,-5,-1,-1.4,-1,0,-40,0,0,0
"In the morning, howe",早晨天刚蒙蒙亮，我就上了甲板，却发现所有,translation2//1548,translator,en-zh,-1.0,0.5856161713600151,0.543722689151763,1,-6.4,-7.4,-30,-5,-7.4,-2,0,0,0,0,0
"In the morning, howe",然而，第二天早晨，天刚亮，我就上了甲板，,google translate//1549,google translate,en-zh,-4.2,0.8631431460380551,0.6916627883911131,2,-1.4,-1.4,-5,-1,-1.4,-1,0,-16,-5,0,0
I am by birth a Gene,我生为日内瓦人，家族在那共和国中极为显赫,batch1_Qwen_Qwen2-beta-7B-Chat//1550,qwen2-beta-7b-chat,en-zh,-6.25,0.6347332596778871,0.8054422140121461,4,-1.5,-1.75,-5,-1,-1.75,-1,0,-20,0,-5,-5
I am by birth a Gene,我出生在日内瓦，我的家族是这个共和国最杰,google translate//1551,google translate,en-zh,-3.75,0.886346101760864,0.9049190282821652,4,-0.25,-0.5,0,0,-0.5,-2,0,0,-5,0,-10
I am by birth a Gene,我是日内瓦人，我的家族是当时最为显赫的名,translation1//1552,translator,en-zh,-6.25,0.6369050741195671,0.905671596527099,2,-1.75,-1.75,-5,-1,-1.75,-1,0,-20,0,0,-5
I am by birth a Gene,"我出生于日内瓦,我的家庭是该共和国最杰出",m2m//1553,m2m,en-zh,-6.5,0.570902109146118,0.528858065605163,4,-1.75,-2.75,-5,-5,-2.75,-1,0,-16,0,0,-10
I am by birth a Gene,从出生地看，我是日内瓦人。我的家庭是共和,translation2//1554,translator,en-zh,-1.25,0.580151975154876,0.686353504657745,4,-3.0,-3.0,-5,-5,-3.0,-2,0,0,0,0,0
I am by birth a Gene,"我出生于日内瓦,我的家是该共和国最杰出的",nllg//1555,nllb,en-zh,-10.25,0.259770572185516,0.5366111993789671,4,-3.0,-3.0,-5,-5,-3.0,-2,0,-26,-5,0,-10
I am by birth a Gene,我出生在日内瓦，我的家族是该共和国最著名,batch1_Unbabel_TowerInstruct-7B-v0.2//1556,towerinstruct-7b-v0.2,en-zh,-2.5,0.614709496498107,0.646975040435791,2,-1.75,-3.0,-10,-1,-3.0,-1,0,-5,0,0,-5
I am by birth a Gene,我出生在日内瓦，我家是该共和国最著名的家,batch1_meta-llama_Meta-Llama-3-8B-Instruct//1557,meta-llama-3-8b-instruct,en-zh,-12.5,0.296108126640319,0.471455872058868,6,-9.25,-8.0,-25,-5,-8.0,-2,0,-35,-5,-10,-10
I am by birth a Gene,我出生在日内瓦，我的家族是那个共和国最显,translation_gpt4o//1558,gpt4o,en-zh,-2.5,0.8844056129455561,0.919560313224792,4,-0.5,-1.75,-5,-1,-1.75,-1,0,0,0,0,-10
I am by birth a Gene,我的血统来自日内瓦尔省，我的家族是那共和,batch1_google_gemma-1.1-7b-it//1559,gemma-1.1-7b-it,en-zh,-12.75,0.228191539645195,0.411035060882568,4,-10.25,-9.25,-30,-5,-9.25,-2,0,-26,-5,-10,-15
I am by birth a Gene,我出生在日内瓦，我的家族是这个共和国最显,DeepL//1560,deepl,en-zh,-2.5,0.6283688545227051,0.7215721607208251,4,-0.25,-2.0,-5,-1,-2.0,-1,0,0,0,0,-10
Several months passe,"几个月后,情况依旧没有改变。她的父亲日益",batch1_Unbabel_TowerInstruct-7B-v0.2//1561,towerinstruct-7b-v0.2,en-zh,-10.0,0.277631700038909,0.465148895978927,4,-7.4,-7.4,-30,-5,-7.4,-2,0,-30,-15,0,-5
Several months passe,他们就这样支撑了几个月，她父亲的身体每况,translation1//1562,translator,en-zh,-0.2,0.377045601606369,0.7070489525794981,4,-1.4,-1.4,-5,-1,-1.4,-1,0,0,0,0,0
Several months passe,几个月时间就这样过去了。她父亲的病情恶化,translation_gpt4o//1563,gpt4o,en-zh,-1.0,0.554149091243743,0.7979710102081291,3,-1.4,-2.2,-5,-5,-2.2,-1,0,0,0,0,0
Several months passe,几个月以这种方式过去了.她的父亲变得更糟,nllg//1564,nllb,en-zh,-10.0,0.185628116130828,0.352800220251083,3,-7.4,-8.4,-25,-11,-8.4,-6,0,-25,-20,0,-5
Several months passe,就像这样过去了几个月，她父亲的病日见沉重,translation2//1565,translator,en-zh,-1.0,0.42081868648529,0.5612102746963501,3,-1.4,-2.2,-5,-5,-2.2,-1,0,0,0,0,0
Several months passe,几个月就这样过去了。她父亲的病情越来越严,google translate//1566,google translate,en-zh,-0.2,0.454075217247009,0.5657468438148491,3,-1.4,-1.4,-5,-1,-1.4,-1,0,0,0,0,0
Several months passe,这段时间里，她的父亲radians消瘦，,batch1_google_gemma-1.1-7b-it//1567,gemma-1.1-7b-it,en-zh,-30.0,0.193527117371559,0.299458265304565,3,-11.4,-12.4,-50,-5,-12.4,-6,0,-15,0,0,-10
Several months passe,就这样过了几个月。父亲的病情越来越严重，,DeepL//1568,deepl,en-zh,-3.2,0.5098548531532281,0.6231279373168941,2,-0.4,-1.4,-5,-1,-1.4,-1,0,-16,0,-6,0
Several months passe,如此又过了几个月，她父亲的病情越来越重，,batch1_Qwen_Qwen2-beta-7B-Chat//1569,qwen2-beta-7b-chat,en-zh,-6.2,0.265890955924987,0.6324419379234311,2,-6.4,-7.2,-25,-5,-7.2,-6,0,-20,-5,0,-6
Several months passe,几月过去，父亲的状况变得更糟糕，她的时间,batch1_meta-llama_Meta-Llama-3-8B-Instruct//1570,meta-llama-3-8b-instruct,en-zh,-29.0,0.199632704257965,0.348924368619918,2,-12.6,-12.6,-51,-6,-12.6,-6,0,-15,0,-5,-5
Several months passe,几个月就这样过去了。 她的父亲变得更糟;,m2m//1571,m2m,en-zh,-11.0,0.201340585947036,0.312888324260711,1,-12.2,-12.2,-50,-6,-12.2,-5,0,-35,-15,-10,-5
We were brought up t,我们彼此长大，年龄相差不到一年。无需说过,batch1_google_gemma-1.1-7b-it//1572,gemma-1.1-7b-it,en-zh,-6.875,0.218312263488769,0.281180500984191,1,-4.625,-4.625,-30,-5,-4.625,-2,0,-50,-5,0,0
We were brought up t,我们一起长大，没有年龄差不多一年的差异。,batch1_meta-llama_Meta-Llama-3-8B-Instruct//1573,meta-llama-3-8b-instruct,en-zh,-35.0,0.171386450529098,0.179469257593154,4,-4.625,-4.625,-30,-5,-4.625,-1,-1,-70,0,-10,-5
We were brought up t,我们从小一起长大；我们的年龄相差不到一年,batch1_Unbabel_TowerInstruct-7B-v0.2//1574,towerinstruct-7b-v0.2,en-zh,-7.625,0.469449430704116,0.454801082611084,4,-0.875,-0.875,-5,-1,-0.875,-1,0,-51,-10,0,0
We were brought up t,我们从小一起长大，年龄相差无几。不用说，,DeepL//1575,deepl,en-zh,-3.125,0.517289638519287,0.360585123300552,4,-0.875,-1.5,-5,-5,-1.5,-2,0,-25,0,0,0
We were brought up t,我们一起长大;我们的年龄差不多一年.我不,nllg//1576,nllb,en-zh,-36.375,0.080176018178462,0.197931140661239,4,-5.25,-8.5,-50,-15,-8.5,-3,0,-86,-5,0,0
We were brought up t,我们一起长大；我们的年龄相差不到一年。我,translation_gpt4o//1577,gpt4o,en-zh,-0.25,0.494528412818908,0.477557599544525,5,-0.875,-0.875,-5,-1,-0.875,-1,0,-2,0,0,0
We were brought up t,我们一起长大，年龄相差不到一岁。不用说，,google translate//1578,google translate,en-zh,-1.375,0.496710956096649,0.445232272148132,4,-0.875,-1.5,-5,-5,-1.5,-2,0,-11,0,0,0
We were brought up t,"我们一起长大了,我们的年龄差不多一年。 ",m2m//1579,m2m,en-zh,-9.625,0.211659178137779,0.20621083676815,4,-4.625,-7.75,-50,-6,-7.75,-6,0,-72,-5,0,0
We were brought up t,我们从小一起长大，年龄相差不到一岁。不用,translation1//1580,translator,en-zh,-0.625,0.217905536293983,0.593898892402648,4,-0.875,-0.875,-5,-1,-0.875,-1,0,0,0,0,0
We were brought up t,我们俩一起长大，我比她大不了一岁。不用我,translation2//1581,translator,en-zh,-1.375,0.206956818699836,0.21167704463005,4,-1.5,-4.625,-30,-5,-4.625,-2,0,-11,0,0,0
We were brought up t,我们是一起长大的，年龄只相差一年，我无需,batch1_Qwen_Qwen2-beta-7B-Chat//1582,qwen2-beta-7b-chat,en-zh,-2.125,0.264213055372238,0.399872839450836,4,-0.875,-1.5,-5,-5,-1.5,-2,0,-17,0,0,0
Meanwhile Clerval oc,"与此同时,克莱瓦尔忙于,可以说,与事物的",nllg//1583,nllb,en-zh,-32.857142857142854,0.052510067820549,0.081586010754108,4,-12.571428571428571,-8.857142857142858,-50,-6,-8.857142857142858,-6,0,-50,-5,0,0
Meanwhile Clerval oc,同时，克尔沃尔在 gents自语中忙于事,batch1_google_gemma-1.1-7b-it//1584,gemma-1.1-7b-it,en-zh,-32.142857142857146,0.141219779849052,0.204467818140983,4,-5.285714285714286,-5.285714285714286,-30,-5,-5.285714285714286,-1,-1,-45,0,0,-5
Meanwhile Clerval oc,而克莱瓦尔所钻研的却可以说是事物间的道德,translation2//1585,translator,en-zh,-1.5714285714285714,0.170700222253799,0.04883986711502,4,-1.0,-1.1428571428571428,-5,-1,-1.1428571428571428,-2,0,-11,0,0,0
Meanwhile Clerval oc,同时克勒瓦尔也忙碌地致力于物质之间的道德,batch1_Unbabel_TowerInstruct-7B-v0.2//1586,towerinstruct-7b-v0.2,en-zh,-10.714285714285714,0.165261998772621,0.072672881186008,2,-5.285714285714286,-5.285714285714286,-26,-5,-5.285714285714286,-6,0,-70,0,-5,-5
Meanwhile Clerval oc,在此期间，克莱瓦尔一直忙于研究事物的道德,DeepL//1587,deepl,en-zh,-29.285714285714285,0.163090541958808,0.279530376195907,4,-1.0,-1.7142857142857142,-5,-5,-1.7142857142857142,-1,-1,-30,0,0,0
Meanwhile Clerval oc,与此同时，克莱瓦尔正忙于研究事物之间所谓,translation1//1588,translator,en-zh,-2.142857142857143,0.154146432876586,0.134567856788635,4,-1.7142857142857142,-1.7142857142857142,-5,-5,-1.7142857142857142,-2,0,-15,0,0,0
Meanwhile Clerval oc,"与此同时,克莱尔瓦尔就忙于,这样说来,事",m2m//1589,m2m,en-zh,-35.0,0.160386934876441,0.201653897762298,4,-5.285714285714286,-5.428571428571429,-31,-6,-5.428571428571429,-1,0,-70,0,-5,0
Meanwhile Clerval oc,与此同时，克尔瓦尔更关心的人生道德关系。,batch1_meta-llama_Meta-Llama-3-8B-Instruct//1590,meta-llama-3-8b-instruct,en-zh,-35.0,0.160906210541725,0.217260316014289,4,-5.428571428571429,-5.428571428571429,-26,-5,-5.428571428571429,-6,-1,-70,0,0,0
Meanwhile Clerval oc,与此同时，克莱瓦尔则专注于研究事物的道德,google translate//1591,google translate,en-zh,-5.0,0.162627220153808,0.263494849205017,4,-0.2857142857142857,-1.0,-5,-1,-1.0,-1,0,-35,0,0,0
Meanwhile Clerval oc,与此同时，克拉尔瓦则忙于研究事物的道德意,batch1_Qwen_Qwen2-beta-7B-Chat//1592,qwen2-beta-7b-chat,en-zh,-30.0,0.163561359047889,0.139401584863662,4,-1.0,-1.0,-5,-1,-1.0,-1,0,-35,0,0,0
Meanwhile Clerval oc,与此同时，克莱瓦尔可以说是忙于处理事物的,translation_gpt4o//1593,gpt4o,en-zh,-2.857142857142857,0.168908506631851,0.182482734322547,4,-1.7142857142857142,-1.0,-5,-1,-1.0,-1,0,-20,0,0,0
"Mr. Osborne, incredu","奥斯本对我母亲的早成不成熟感到不满, 他",nllb//3341,nllb,en-zh,-15.0,0.145128726959228,0.126954838633537,4,-20.333333333333332,-12.333333333333334,-30,-5,-12.333333333333334,-2,0,-40,0,0,-5
"Mr. Osborne, incredu","奥斯本对我母亲批准的早期不信任,他会给我",m2m//3342,m2m,en-zh,-16.666666666666668,0.134078860282897,0.193586617708206,4,-12.0,-12.333333333333334,-25,-6,-12.333333333333334,-6,0,-35,0,0,-15
"Mr. Osborne, incredu",奥斯本先生怀疑我的母亲认可的迅速成长能力,Unbabel/TowerInstruct-7B-v0.2//3343,towerinstruct-7b-v0.2,en-zh,-13.333333333333334,0.194677829742431,0.342832803726196,4,-12.0,-12.333333333333334,-30,-5,-12.333333333333334,-2,0,-40,0,-5,0
"Mr. Osborne, incredu",奥斯本先生对母亲默许下的早熟感到惊讶，他,Qwen/Qwen2-beta-7B-Chat//3344,qwen2-beta-7b-chat,en-zh,-8.333333333333334,0.460032045841217,0.7364115715026851,2,-10.333333333333334,-2.3333333333333335,-5,-1,-2.3333333333333335,-1,0,-25,0,0,0
"Mr. Osborne, incredu",奥斯本先生对我那被母亲“盖章认可”的早慧,translator1//3345,translator,en-zh,-1.6666666666666667,0.516603589057922,0.648808717727661,2,-2.3333333333333335,-4.0,-5,-5,-4.0,-2,0,0,0,0,0
"Mr. Osborne, incredu",奥斯本先生对我被母亲认可的早熟感到不可思,deepl//3346,deepl,en-zh,-3.3333333333333335,0.485491186380386,0.573391556739807,2,-4.0,-2.3333333333333335,-5,-1,-2.3333333333333335,-1,0,-10,0,0,0
"Mr. Osborne, incredu",奥斯本先生对我的文学才能感到不可置信，所,meta-llama/Meta-Llama-3-8B-Instruct//3347,meta-llama-3-8b-instruct,en-zh,-11.666666666666666,0.343385428190231,0.368687361478805,2,-4.0,-4.0,-5,-5,-4.0,-2,0,-30,0,0,-5
"Mr. Osborne, incredu",奥斯本先生对我的妈妈认可的早熟，对我的一,google/gemma-1.1-7b-it//3348,gemma-1.1-7b-it,en-zh,-33.333333333333336,0.105630926787853,0.146175518631935,2,-12.333333333333334,-12.333333333333334,-30,-5,-12.333333333333334,-2,0,-20,0,0,-5
"Mr. Osborne, incredu",奥斯本先生对我母亲赞许的早慧表示怀疑，会,gpt4o//3349,gpt4o,en-zh,0.0,0.488112360239028,0.515806913375854,2,-2.3333333333333335,-2.6666666666666665,-5,-1,-2.6666666666666665,-1,0,0,0,0,0
"Mr. Osborne, incredu",奥斯本先生对我母亲认可的早熟感到难以置信,google_translate//3350,google translate,en-zh,-3.3333333333333335,0.5375703573226921,0.7157297730445861,2,-4.0,-2.3333333333333335,-5,-1,-2.3333333333333335,-1,0,-10,0,0,0
I cannot describe Mr,没有人能描述 没有人知道他会在哪里. 那,nllb//3351,nllb,en-zh,-33.75,0.290629804134368,0.211647197604179,2,-15.25,-9.0,-30,-5,-9.0,-1,0,-25,-10,0,0
I cannot describe Mr,我无法描述奥斯本先生的面容或课堂。那些平,google/gemma-1.1-7b-it//3352,gemma-1.1-7b-it,en-zh,-5.0,0.335447192192077,0.531890213489532,2,-2.75,-2.75,-5,-5,-2.75,-1,0,-20,0,0,0
I cannot describe Mr,我无法描述奥斯本先生的面容或他的教室。类,gpt4o//3353,gpt4o,en-zh,0.0,0.514400362968444,0.756466686725616,2,-0.5,-1.75,-5,-1,-1.75,-1,0,0,0,0,0
I cannot describe Mr,我无法描述奥斯本先生的面容和他的课堂。像,deepl//3354,deepl,en-zh,-2.5,0.413503587245941,0.831975102424621,2,-1.5,-1.75,-5,-1,-1.75,-1,0,-10,0,0,0
I cannot describe Mr,我无法描述奥斯本先生的面孔或他的教室。像,meta-llama/Meta-Llama-3-8B-Instruct//3355,meta-llama-3-8b-instruct,en-zh,-5.25,0.417115628719329,0.591547071933746,2,-1.5,-1.75,-5,-1,-1.75,-1,0,-21,0,0,0
I cannot describe Mr,我无法描述奥斯本先生的脸或他的教室。像他,Qwen/Qwen2-beta-7B-Chat//3356,qwen2-beta-7b-chat,en-zh,-2.75,0.56617259979248,0.8003346920013421,4,-0.5,-0.5,0,0,-0.5,-1,0,-11,0,0,0
I cannot describe Mr,我无法描述奥斯本先生的脸或他的教室。像他,google_translate//3357,google translate,en-zh,-1.25,0.419088125228881,0.733353018760681,0,-1.75,-1.5,-5,0,-1.5,-1,0,0,0,0,0
I cannot describe Mr,我无法形容先生。 奥斯本的脸或他的教室。,m2m//3358,m2m,en-zh,-6.25,0.355600923299789,0.382495164871215,2,-9.25,-9.25,-26,-6,-9.25,-5,0,-25,0,0,0
I cannot describe Mr,我形容不出奥斯本先生的脸或是他的教室。如,translator1//3359,translator,en-zh,-2.5,0.474586606025695,0.5867007970809931,4,-1.5,-1.75,-5,-1,-1.75,-1,0,-10,0,0,0
I cannot describe Mr,我不能说出奥斯班先生的面容或他的教室。微,Unbabel/TowerInstruct-7B-v0.2//3360,towerinstruct-7b-v0.2,en-zh,-8.75,0.261405318975448,0.401507258415222,4,-9.0,-9.0,-26,-5,-9.0,-5,0,-35,0,0,0
My favorite folktale,这本书里我最喜欢的民间故事，并非最有名的,google/gemma-1.1-7b-it//3361,gemma-1.1-7b-it,en-zh,-4.0,0.37342283129692,0.519868612289428,2,-8.0,-9.25,-30,-5,-9.25,-2,0,-16,0,-1,0
My favorite folktale,我最喜欢这本书中的童话并不是最广为人知的,Qwen/Qwen2-beta-7B-Chat//3362,qwen2-beta-7b-chat,en-zh,-30.0,0.5342857241630551,0.53038066625595,4,-1.5,-9.25,-30,-5,-9.25,-1,-1,-20,0,0,0
My favorite folktale,我最喜欢的书里的民间故事，并非最著名的故,Unbabel/TowerInstruct-7B-v0.2//3363,towerinstruct-7b-v0.2,en-zh,-3.75,0.446138709783554,0.555297434329986,4,-8.0,-9.25,-26,-5,-9.25,-6,0,-15,0,-5,0
My favorite folktale,我在这本书中的最喜歡的民間故事并不算是最,meta-llama/Meta-Llama-3-8B-Instruct//3364,meta-llama-3-8b-instruct,en-zh,-12.5,0.143823832273483,0.250768601894378,4,-14.0,-15.25,-50,-5,-15.25,-6,0,-35,-10,0,-5
My favorite folktale,我最喜欢的民间故事并不是最著名的. 我已,nllb//3365,nllb,en-zh,-30.0,0.278062850236892,0.296559512615203,2,-14.25,-9.0,-25,-6,-9.0,-5,0,-15,-5,0,0
My favorite folktale,我最喜欢的民间故事并不是书中最有名的。你,gpt4o//3366,gpt4o,en-zh,0.0,0.578168153762817,0.5891976952552791,4,-1.5,-1.5,-5,0,-1.5,-1,0,0,0,0,0
My favorite folktale,我在书中最喜欢的传说，并不是最出名的那些,translator1//3367,translator,en-zh,-4.0,0.479538202285766,0.5600201487541191,2,-1.75,-1.75,-5,-1,-1.75,-1,0,-16,0,0,0
My favorite folktale,书中我最喜欢的民间故事并不是最著名的。你,deepl//3368,deepl,en-zh,-6.25,0.5356060862541191,0.5781956315040581,4,-1.5,-8.0,-25,-5,-8.0,-2,0,-20,-5,-5,0
My favorite folktale,书中我最喜欢的民间故事并不是最著名的。你,google_translate//3369,google translate,en-zh,-3.75,0.5298244953155511,0.5373964905738831,2,-7.75,-8.0,-25,-5,-8.0,-2,0,-15,0,0,0
My favorite folktale,书中我最喜欢的民间故事不是最著名的。 你,m2m//3370,m2m,en-zh,-33.75,0.18050180375576,0.371733129024505,2,-9.0,-9.25,-26,-6,-9.25,-5,0,-25,0,0,-10
It wasn’t just the E,我讨厌的并不仅仅是故事中的欧洲美人鱼，还,Qwen/Qwen2-beta-7B-Chat//3371,qwen2-beta-7b-chat,en-zh,-6.25,0.570126175880432,0.913928508758544,2,-8.0,-2.0,-5,-1,-2.0,-1,0,-25,0,0,0
It wasn’t just the E,我讨厌的不仅仅是那些欧洲人鱼，我同样不认,translator1//3372,translator,en-zh,-2.75,0.5812606215476991,0.6149717569351191,1,-1.5,-3.0,-5,-5,-3.0,-2,0,-10,0,0,-1
It wasn’t just the E,我讨厌的不仅仅是欧洲美人鱼。我也不喜欢书,google_translate//3373,google translate,en-zh,-2.5,0.6639832258224481,0.801651120185852,4,-1.75,-1.75,-5,-1,-1.75,-1,0,-10,0,0,0
It wasn’t just the E,我不喜欢的不仅仅是欧洲美人鱼。我也不喜欢,deepl//3374,deepl,en-zh,-2.5,0.703402042388916,0.8008203506469721,4,-0.5,-1.75,-5,-1,-1.75,-1,0,-10,0,0,0
It wasn’t just the E,我不喜欢的不仅仅是欧洲水母。 我也不同意,m2m//3375,m2m,en-zh,-10.0,0.440057784318923,0.5327354669570921,4,-8.25,-8.25,-25,-5,-8.25,-3,0,-35,0,0,-5
It wasn’t just the E,我不仅不喜欢欧洲的美人鱼. 我也不同意书,nllb//3376,nllb,en-zh,-12.5,0.172899708151817,0.318041115999221,4,-9.0,-9.25,-25,-6,-9.25,-6,0,-40,-5,-5,-5
It wasn’t just the E,不是欧洲海神颔以外，我还不同意书中的一些,meta-llama/Meta-Llama-3-8B-Instruct//3377,meta-llama-3-8b-instruct,en-zh,-36.25,0.116322718560695,0.160089910030365,4,-15.5,-15.5,-50,-10,-15.5,-2,0,-40,0,0,-5
It wasn’t just the E,不只是欧洲的人鱼我讨厌，我也不喜欢这本书,Unbabel/TowerInstruct-7B-v0.2//3378,towerinstruct-7b-v0.2,en-zh,-9.0,0.243095755577087,0.521509230136871,4,-8.0,-8.0,-30,-1,-8.0,-1,0,-35,0,0,-1
It wasn’t just the E,不仅欧洲的美人鱼我不喜欢，我也不同意书中,gpt4o//3379,gpt4o,en-zh,-2.5,0.698215842247009,0.8446970582008361,4,-1.75,-1.75,-5,-1,-1.75,-1,0,-10,0,0,0
It wasn’t just the E,不仅仅是欧洲的美人鱼，我还不喜欢书籍中出,google/gemma-1.1-7b-it//3380,gemma-1.1-7b-it,en-zh,-7.5,0.300832688808441,0.41088119149208,4,-9.25,-9.25,-30,-5,-9.25,-2,0,-25,-5,0,0
The third Chinese me,这本书中第三个中国海女的是 nurser,google/gemma-1.1-7b-it//3381,gemma-1.1-7b-it,en-zh,-31.428571428571427,0.245994091033935,0.360190480947494,3,-11.714285714285714,-12.428571428571429,-75,-5,-12.428571428571429,-6,-1,-40,0,0,-5
The third Chinese me,这本书中的第三位中国海豹被命名为Nüwa,m2m//3382,m2m,en-zh,-30.714285714285715,0.15723717212677,0.168422043323516,4,-5.285714285714286,-4.571428571428571,-25,-5,-4.571428571428571,-1,-1,-30,0,-5,-10
The third Chinese me,这本书中的第三个中国美人鱼叫做女娲，是一,Unbabel/TowerInstruct-7B-v0.2//3383,towerinstruct-7b-v0.2,en-zh,-2.857142857142857,0.499281138181686,0.5352820158004761,4,-5.285714285714286,-5.285714285714286,-25,-5,-5.285714285714286,-6,-1,-20,0,-5,0
The third Chinese me,第三本书中的第三个中国人鱼名叫纬娅，是具,meta-llama/Meta-Llama-3-8B-Instruct//3384,meta-llama-3-8b-instruct,en-zh,-32.142857142857146,0.270337551832199,0.282945394515991,4,-16.571428571428573,-8.857142857142858,-50,-10,-8.857142857142858,-2,0,-45,0,0,-5
The third Chinese me,在这本书中的第三个中国美人鱼叫女娲，她有,Qwen/Qwen2-beta-7B-Chat//3385,qwen2-beta-7b-chat,en-zh,-0.7142857142857143,0.5722861886024471,0.739129900932312,2,-1.1428571428571428,-1.0,-5,-1,-1.0,-1,0,0,0,0,0
The third Chinese me,书中的第三条中国美人鱼名叫女娲，是一位拥,deepl//3386,deepl,en-zh,-1.4285714285714286,0.5872279405593871,0.6924915313720701,4,-1.5714285714285714,-1.0,-5,-1,-1.0,-1,0,-10,0,0,0
The third Chinese me,书中的第三条中国人鱼名为女娲，长着美丽女,translator1//3387,translator,en-zh,0.0,0.535091280937194,0.507501542568206,4,-1.0,-1.1428571428571428,-5,-1,-1.1428571428571428,-2,0,0,0,0,0
The third Chinese me,书中的第三位中国美人鱼名叫女娲，她有着美,google_translate//3388,google translate,en-zh,-1.4285714285714286,0.5939423441886901,0.65686297416687,4,-0.14285714285714285,-0.42857142857142855,0,-1,-0.42857142857142855,-2,0,-10,0,0,0
The third Chinese me,书中的第三个中国美人鱼名叫女娲，她是一位,gpt4o//3389,gpt4o,en-zh,-1.4285714285714286,0.656795859336853,0.7009732723236081,4,-0.2857142857142857,-0.2857142857142857,0,0,-0.2857142857142857,-2,0,-10,0,0,0
The third Chinese me,"书中的第三个中国人鱼叫努瓦, 努瓦在地球",nllb//3390,nllb,en-zh,-3.5714285714285716,0.478447049856185,0.440779387950897,1,-5.285714285714286,-4.571428571428571,-30,-1,-4.571428571428571,-1,0,-15,-5,0,-5
The folktale I loved,最喜欢的民间故事就是一个 Passama,Unbabel/TowerInstruct-7B-v0.2//3391,towerinstruct-7b-v0.2,en-zh,-28.125,0.267540246248245,0.337661445140838,2,-4.625,-4.625,-30,-5,-4.625,-1,-1,-25,0,0,0
